Category,Article Title,URL,reference_1,reference_2,reference_3,reference_4,reference_5,query_1,query_2
Geboren im 13. Jahrhundert v. Chr.,Amenophis (Goldschmied),https://de.wikipedia.org/wiki/Amenophis_(Goldschmied),"Amenophis (auch Imenemipet) war ein altägyptischer Goldschmied („Vorsteher der Goldschmiede“), der während der 20. Dynastie (1186/85–1070/69 v. Chr.) tätig war. Ein Goldschmied mit dem Namen Amenophis ist heute noch von zwei Inschriften auf Objekten bekannt, wobei nicht sicher ist, ob es sich dabei um denselben oder verschiedene Goldschmiede mit dem Namen handelt.","Zum einen findet sich der Name auf einem Uschebti, das in Theben gefunden wurde. Laut diesem lebte er in Deir el-Medina und war an der Ausgestaltung von Gräbern im Tal der Könige beteiligt. Die zweite Erwähnung findet sich auf einer Stele, deren Fundort heute nicht mehr bekannt ist und die heute im Ägyptischen Museum in Kairo aufbewahrt wird.",,,,"1. War Amenophis, der altägyptische Goldschmied, der während der 20. Dynastie tätig war, bei der Ausgestaltung von Gräbern im Tal der Könige beteiligt, wie die Inschrift auf einem in Theben gefundenen Uschebti nahelegt?","2. Wo wird die Stele aufbewahrt, auf der der Name des altägyptischen Goldschmiedes Amenophis erwäh"
Coupé,Rover MI,https://de.wikipedia.org/wiki/Rover_MI,"Der Rover MI war ein 2-türiges Coupé, das Rover 1947 entwickelte. Eine Serienfertigung fand nicht statt; es blieb beim Prototyp. Der mit einem Solex-Vergaser ausgestattete Reihen-Vierzylinder-oise-Motor (overhead inlet/side exhaust = Einlassventil hängend, Auslassventil stehend) verfügte über einen Hubraum von 699 cm³ und entwickelte 28 bhp (21 kW) bei 5000 /min. Der Wagen hatte einen Radstand von 1956 mm und eine Spurweite von 1168 mm.",Er war 3454 mm lang und 1422 mm breit. Alle 4 Räder hatten Schraubenfedern. Dieses Fahrzeug war die erste Entwicklung von Rover nach dem Zweiten Weltkrieg. David Culshaw & Peter Horrobin: The Complete Catalogue of British Cars 1895–1975.,"Veloce Publishing, Dorchester 1997. ISBN 1874105936 1904–1940: 6 | 6/21 | 8 | 9/20 | 10 | 10-12 | 10/25 | 12 | 12/14 | 14 | 14/45 | 15 | 16 | 16-20 | 16/50 | 18 | 20 | Knight | Meteor 16 | Meteor 20 | Pilot 12 | Pilot 14 | Speed 14 | Speed 16 | Speed 20 | Speed Pilot 1945–2005: 10 | 12 | 14 | 16 | Freight Rover Sherpa | Freight Rover 200-300 | 25 | 45 | 75 | 100er-Serie | 200er-Serie | 400er-Serie | 600er-Serie | 800er-Serie | City Rover | Metro | P3 | P4 | P5 | P6 | Quintet | SD1 | Streetwise Prototypen: Rover-Alvis P6-BS | Rover-B.R.M. | JET 1 | MI | T2 | T3 | T4",,,"1. Was waren die technischen Spezifikationen des Rover MI-Prototyps, einschließlich Motor, Hubraum, Radstand und Abmessungen?","2. Welche Bedeutung hatte der Rover MI in der Geschichte von Rover, insbesondere im Kontext der Postzweiten Weltkriegs-Entwicklungen?"
Ersterwähnung 1608,Esack (Seehausen),https://de.wikipedia.org/wiki/Esack_(Seehausen),"Lage von Esack in Sachsen-Anhalt Esack ist ein Ortsteil der Hansestadt Seehausen (Altmark) im Landkreis Stendal in Sachsen-Anhalt. Die ehemalige Gutssiedlung Esack liegt fünf Kilometer nordnordöstlich der Hansestadt Seehausen (Altmark) und sieben Kilometer südsüdöstlich von Wittenberge. Westlich des Ortes liegt das Kleine Wehl, ein kleiner See, entstanden durch einen Einlaufstrudel während eines Deichbruchs vom Aland.:S. 26, 28 Nordwestlich fließt die Elbdeichwässerung, ein kleiner Graben, der westlich des Ortes in den Aland mündet.","Er hieß noch 1937 „Tauber Aland“. Die Nachbarorte sind Steinfelde im Norden, Beuster und Grashof im Nordosten, Eichfeld im Osten, Ostorf und Klein Holzhausen im Südosten, Nienfelde im Süden, Feldneuendorf und Wegenitz im Südwesten sowie Geestgottberg, Eickhof und Hohe Geest im Nordwesten. Die erste schriftliche Erwähnung von Esack stammt aus dem Jahr 1608. In einem Kopiar wurde ein Hof an Groß Beuster, Esech genannt, darauf hält Bars einen Halbmeier verzeichnet.",1745 ist der Ort ein Rittersitz der von Barsewisch. Im Jahre 1775 heißt der Ort Esaack. 1804 heißt er adliges Gut Esack. Am 15.,"Dezember 1848 verkaufte Wilhelm Friedrich Georg Bernhard von Barsewisch seinen Besitz in Esack und zog 1852 nach Fürstenwalde. Neuer Eigentümer war die Familie Türcke, die das Gut bis 1904 bewirtschaftete. Ab 1910 bis 1945 gehörte das Gut Fritz Lüddecke. Er stellte die Bewirtschaftung um.","Ländereien wurden in Grünland umgewandelt, ein Gestüt wurde eingerichtet und verpachtet. Eine genaue Aufstellung zu den Familien, die das Gut bewirtschafteten, ist im Nachlass von Wilhelm Faschner im Kreismuseum Osterburg überliefert.:S. 4, 85 Mit Ausnahme des Taubenturms wurden 1910 sämtliche alten Gebäude abgerissen. Um 1957 wurde auch der Fachwerk-Taubenturm abgerissen,:S.",1. Wer waren die verschiedenen Besitzer des Gutes in Esack von 1745 bis 1945 und welche bedeutenden Änderungen haben sie in der Bewirtschaftung des Gutes vorgenommen?,
Jupiter (Mythologie),Jupitertempel in Damaskus,https://de.wikipedia.org/wiki/Jupitertempel_in_Damaskus,"Der Jupitertempel in Damaskus (arabisch معبد جوبيتر الدمشقي, lateinisch Templum Iovis Damasceni) ist ein Bauwerk aus römischer Zeit, dessen Ruinen heute noch in der Stadt Damaskus zu sehen sind. Auf der Fläche seines Innenbezirks befindet sich heute die Umayyaden-Moschee; in der Spätantike stand dort die Johannes-der-Täufer-Kirche. Der historische Jupitertempel umfasste ein Gebiet im Norden der heutigen Altstadt von Damaskus, in dessen Mitte sich die heutige Umayyaden-Moschee befindet, das aber deutlich über diese hinausging. Teile der Mauern des Innenbezirks, des Temenos, bilden heute Außenmauern der Moschee.","Vom äußeren Tempelbereich gibt es noch Reste von drei Eingängen. Zwischen dem Suq al-Hamidiya im Westen, der auf einer alten Römerstraße verläuft, und der Umayyaden-Moschee im Osten befinden sich Reste des Westtores des Tempels und gut erhaltene Teile einer in West-Ost-Richtung zur Moschee hin verlaufenden Säulenhalle. Östlich der Moschee führt diese in ihrem Verlauf noch erkennbare Achse in den Stadtteil al-Qaymariyya, wo ihr östliches Ende überbaut ist. Damaskus stieg während der Eisenzeit zur Hauptstadt des aramäischen Aram-Königreiches auf.","Die dort lebenden Aramäer folgten hauptsächlich dem Kult von Hadad, einem semitischen Regen- und Gewittergott. Es wurde hierfür ein großer Tempel im Zentrum von Damaskus erbaut. Heutzutage ist weder bekannt wie er aussah, noch weiß man wo er sich befand. Es wird angenommen, dass der Tempel im Stile der semitischen architektonischen Form errichtet wurde.","Von diesem Tempel fand sich nur ein einziger, später in der Moschee wiederverwendeter Block mit dem Bild einer Sphinx im altägyptischen Stil. Der Block mag einst zu einem Paar gehört haben, das ein Tor flankierte. Wenig ist zum Tempel der hellenistischen Zeit bekannt. Haddad wurde nun mit Zeus identifiziert.","Als Damaskus im Jahre 64 v. Chr. unter die Herrschaft der Römer fiel, wurde Hadad-Ramman in die Kultur der Römer assimiliert. Der Tempel wurde umgewandelt.","1. Wie hat sich die Nutzung und Identität des Jupitertempels in Damaskus im Laufe der Geschichte verändert, insbesondere in Bezug auf seine Umwandlungen von einem Tempel des Hadad-Ramman während des Aram-Königreichs zu einem römischen Tempel und schließlich zu seiner aktuellen Funktion als Umayyaden-Moschee?",2. Welche baulichen und architektonischen Merkm
DJ,DJ Blackskin,https://de.wikipedia.org/wiki/DJ_Blackskin,"DJ Blackskin (* 2. Oktober 1982 als Oliver Wohlrab in Kassel) ist ein Hip-Hop- und R’n’B-DJ aus Vellmar bei Kassel. Bekannt wurde er im Jahre 2007 durch seine Single Let The Music Play, die es in die Top 100 der deutschen Musik-Charts sowie auf Platz 3 der deutschen Black-Charts schaffte. Auf Platz 2 der deutschen Black Charts schaffte es seine Single Tooty Frooty.","Blackskin begann seine Karriere im Jahr 2000 als DJ in diversen Kasseler Diskotheken und Clubs. Bereits zwei Jahre später wurde er überregional gebucht und legte ebenso auf Veranstaltungen in Schweinfurt auf, wodurch er seinen Bekanntheitsgrad steigerte. Seit 2004 ist er nach eigenen Angaben einer der meist gebuchten Black-Music DJs in Deutschland, bis er es drei Jahre später mit seiner Single Let The Music Play auf Platz 73 der deutschen Single-Charts schaffte. Im Jahre 2008 wurde er von Detlef D!","Soost zum Popstars-Finale eingeladen, auf dem er mit sechs ausgesuchten Singles auftrat. Bereits ein Jahr darauf gründete Blackskin sein eigenes Musiklabel mit seiner Firma Clubstarz Entertainment. Blackskin interessiert sich sehr für den Eishockeysport und hatte als Kind den Traum in der National Hockey League zu spielen. Zwar blieb ihm dieser Traum verwehrt, doch ist er Sympathisant der Kassel Huskies aus der Deutschen Eishockey Liga.","Zur Endrunde der Spielzeit 2007/08 produzierte er einen Song mit dem Titel „Huskies Jump Off 2008“, der bei den Heimspielen der „Schlittenhunde“ zu hören war und seine Beihilfe für den Gewinn der Zweitliga-Meisterschaft ausdrücken sollte.",,1. What significant achievements did DJ Blackskin have in his music career and how did his single 'Let The Music Play' perform in the music charts?,2. Can you describe DJ Blackskin's connection to ice hockey and his involvement with the Kassel Huskies team during the 2007/08 season?
Drehbuchautor,Marion Vernoux,https://de.wikipedia.org/wiki/Marion_Vernoux,"Marion Vernoux (* 29. Juni 1966 in Montreuil, im Département Seine-Saint-Denis, Frankreich) ist eine französische Filmregisseurin und Drehbuchautorin. Nach dem Drehbuch zu Bernard Schmitts Pacific Palisades (1990, mit Sophie Marceau) debütierte Vernoux 1991 mit der Fernsehkomödie Wer rastet, der rostet als Regisseurin. Ihr Kinodebüt war 1994 die Komödie Überdreht und durchgeknallt mit Bernadette Lafont, Bulle Ogier und Michèle Laroque.","1996 gelang ihr ein großer Erfolg mit Love, etc. mit Charlotte Gainsbourg und Yvan Attal in den Hauptrollen. Neben einem Beitrag zum 1999 entstandenen Episodenfilm Drogenszenen (Drugstore) spielte Valeria Bruni Tedeschi auch in Vernoux’ Liebe in Zeiten der Arbeitslosigkeit. Karin Viard und Jane Birkin spielten unter ihrer Regie in Reines d’un jour (2001), Emmanuelle Béart in À boire (2004) und Emma de Caunes in Rien dans les poches (2008).",Marion Vernoux war mit dem Drehbuchautor Jacques Audiard verheiratet.,,,"1. Welche Schauspieler haben in den Filmen von Marion Vernoux mitgewirkt, die in den Referenzen genannt werden?","2. Was waren einige der bemerkenswerten Filme in Marion Vernoux' Karriere, basierend auf den Referenzen?"
Autor,Håkon Øvreås,https://de.wikipedia.org/wiki/Håkon_Øvreås,"Håkon Øvreås (* 5. April 1974 in Norwegen) ist ein norwegischer Schriftsteller und Lyriker. Er verfasste seit 2008 vier Bücher, davon drei Gedichtbände und ein Kinderbuch, das auch in deutscher Übersetzung vorliegt. Sein bekanntestes Werk ist das Kinderbuch Brune (2013, dt.",Super-Bruno 2016). Håkon Øvreås schloss 2008 an der Universität Oslo sein Studium der Literaturwissenschaft ab. Der Titel seiner Abschlussarbeit lautet „Forfatteren og hans forunderlige verk - en teoretisk undersøkelse av forholdet mellom forfatter og verk med utgangspunkt i en lesning av Arild Nyquists roman Giacomettis forunderlige reise“. 2016 war er Jurymitglied der Auszeichnung Das außergewöhnliche Buch des Kinder- und Jugendprogramms des Internationalen Literaturfestivals Berlin.,"Håkon Øvreås' erster Gedichtband Avstanden mellom hus wurde 2008 beim norwegischen Verlag Cappelen Damm in norwegischer Sprache veröffentlicht und umfasst 64 Seiten. Das Buch ist noch nicht in deutscher Übersetzung erschienen. „Avstanden mellom hus“ ist eine Gedichtsammlung, in der in Alltagssprache auf den ersten Blick einfache Dinge wie Bratpfannen, Socken, Kartoffeln und Gebäck thematisiert werden, auf den zweiten Blick aber weitaus tiefgründiger auf ein gesellschaftliches Unbehagen verwiesen wird. Øvreås' zweiter Gedichtband Grevlingvariasjonene wurde 2011 beim Verlag Cappelen Damm in norwegischer Sprache veröffentlicht und umfasst 48 Seiten.","Das Buch ist noch nicht in deutscher Übersetzung erschienen. Väter, Söhne und Dachse bevölkern die Poesie dieses Gedichtbandes. Super-Bruno (Originaltitel: Brune) ist das erste Kinderbuch von Håkon Øvreås und des norwegischen Illustrators Øyvind Torseter. Brune wurde im Jahr 2013 beim norwegischen Verlag Gyldendal Norsk Forlag AS in norwegischer Sprache veröffentlicht und umfasst 136 Seiten.","Die deutsche Übersetzung ist 2016 beim Carl Hanser Verlag erschienen und umfasst 144 Seiten. Angelika Kutsch besorgte die Übersetzung. Das Buch ist unter anderem in Dänemark, Frankreich, Korea, Schweden und den USA publiziert worden. Das Buch erzählt die Geschichte von Bruno, einem Jungen, der sich tagsüber mit dem Tod seines Großvaters und dem Ärger mit drei älteren Jungs aus der Nachbarschaft auseinandersetzen muss und nachts zum Superhelden wird, der sich mit seinen Freunden an seinen Widersachern rächt – und zwar ganz ohne Zerstörung und Kränkung.","1. Welche Themen behandelt Håkon Øvreås in seinem ersten Gedichtband ""Avstanden mellom hus"" und in welchem Jahr und Verlag wurde dieser veröffentlicht?","2. Was ist das Thema des Kinderbuches ""Brune"" von Håkon Øvreås und in welchen Ländern wurde dieses Buch neben Norwegen noch publiziert?"
Komödie,Figaro lässt sich scheiden,https://de.wikipedia.org/wiki/Figaro_lässt_sich_scheiden,Figaro lässt sich scheiden ist eine Komödie in drei Akten und neun Bildern von Ödön von Horváth. Das Theaterstück wurde am 2. April 1937 in Prag uraufgeführt. Die Hauptpersonen sind dieselben wie in Beaumarchais’ Komödie Der tolle Tag oder Figaros Hochzeit bzw.,"wie in Mozarts Le nozze di Figaro. Die Geschichte spielt zur Zeit „der Revolution“, wahrscheinlich der Französischen, doch ist die Handlung auch im Kontext des zeitgenössischen Problems des Nationalsozialismus zu sehen: Horváth beschreibt das Schicksal des Einzelmenschen und seine Anpassung an die Gesellschaft und warnt dabei vor dem Aufgeben menschlicher Werte. Das Theaterstück beginnt mit der Flucht Graf Almavivas, seiner Frau, Figaros und dessen Frau Susanne vor der Revolution. Die Flucht gelingt ihnen; sie leben als Emigranten.","Der Graf kommt damit allerdings überhaupt nicht zurecht; er will nicht auf seinen Luxus verzichten und leistet sich diesen, obwohl er keinerlei Einkünfte vorzuweisen hat. Wie vorherzusehen war, folgen finanzieller Ruin und sozialer Abstieg; der Graf landet als Betrüger im Gefängnis. Im Gegensatz zum Grafen weiß Figaro, was auf ihn zukommt und wie er sich zu helfen hat. Er macht sich mit einem Friseurgeschäft in einem Provinzort selbstständig.","So erfährt er Anerkennung durch sein Handwerk, allerdings basiert das weniger auf seinem Können, sondern eher darauf, dass er redet, wie es den Kunden gefällt. Für seine Frau Susanne ist er zu einem heuchlerischen Spießer geworden, der es jedem recht machen will außer ihr, denn er verweigert ihr das sehnlichst gewünschte Kind und gibt als Begründung die „unsichere“ Zukunft an. Susanne betrügt Figaro in ihrer Unzufriedenheit mit einem Kunden. Die Ehe zerbricht an diesem Seitensprung und Susanne geht zurück zu den Almavivas.","Figaro muss sein Geschäft aufgeben, da er all seine Kunden auf Grund des Geredes der Leute verliert. Susanne hat inzwischen Arbeit als Kellnerin in einem „Emigrantencafé“ gefunden; als allerdings ihre Arbeitserlaubnis abläuft, geht sie, gemeinsam mit dem Grafen, dessen Frau gestorben ist, zurück in ihre Heimat und zurück zu Figaro. Der ist inzwischen Verwalter auf dem ehemaligen Besitz des Grafen geworden, in dem nun ein Kinderheim untergebracht ist. Die beiden Eheleute finden wieder zueinander.","1. Welche Anpassungen und Veränderungen durchläuft Figaro in Ödön von Horváths Komödie ""Figaro lässt sich scheiden"", und wie beeinflussen diese seine Beziehung zu seiner Frau Susanne und sein soziales und berufliches Leben?","2. Wie sind die Themen der Revolution und Emigration in Ödön von Horváths ""Figaro lässt sich scheiden"" dargestellt und wie beeinflussen"
Geboren 1960,Shawan Jabarin,https://de.wikipedia.org/wiki/Shawan_Jabarin,"Shawan Jabarin (auch Shawan Dschabarin; arabisch شعوان جبارين, DMG Šaʿwān Ǧabārīn; * 1960 in Sa'ir, Westjordanland) ist ein palästinensischer Menschenrechtler. In den 1980er-Jahren studierte er an der Universität Bir Zait, wo er seit 2010 auch unterrichtet. Er ist Vorsitzender der Menschenrechtsorganisation Al-Haq mit Sitz in Ramallah und Mitglied des Advisory Boards von Human Rights Watch für den Nahen Osten und Nordafrika. Seit 2006 hat Israel gegen Jabarin ein Ausreiseverbot verhängt, so dass er 2009 den Geuzenpenning-Preis nicht in Dänemark entgegennehmen konnte.","Im Oktober 2021 stufte Israel die Al-Haq als Terrororganisation ein. Sie soll verdeckt für die Volksfront für die Befreiung Palästinas tätig gewesen sein, von deren Vertretern kontrolliert werden und humanitäre Hilfsgelder für die Finanzierung der Terrororganisation zu verwenden. Jabarin bestreitet die Vorwürfe. Israel legte keine Belege für diese Aussagen vor.","Amnesty International und Human Rights Watch kritisierten den Schritt als einen Angriff auf die internationale Menschrechtsbewegung. Das Menschenrechtsbüro der Vereinten Nationen zeigte sich alarmiert. Die USA und EU, die nicht vorab informiert waren, forderten von der israelischen Regierung weitere Informationen an. Im November 2021 teilte der irische Außenminister Simon Coveney mit, dass weder Irland noch der Europäischen Union Beweise für die israelischen Behauptungen trotz mehrfacher Nachfrage vorgelegt wurden.","De facto hat Israel die Arbeit der Menschenrechtsorganisationen vor Ort unmöglich gemacht, was von einigen Beobachtern als das eigentliche Ziel der unbelegten Einstufung gesehen wird.",,"1. Welche Reaktionen von internationalen Menschenrechtsorganisationen und Regierungen wurden hervorgerufen, als Israel die Al-Haq als Terrororganisation einstufte und welche Forderungen wurden an die israelische Regierung gestellt?",2. Wie hat das von Israel gegen Shawan Jabarin verhängte Ausreiseverbot seine Arbeit und seine Teilnahme an internationalen Veranstaltungen beeinflusst?
La Salvetat-sur-Agout,Statuenmenhir vom Lac de la Raviège,https://de.wikipedia.org/wiki/Statuenmenhir_vom_Lac_de_la_Raviège,"Der Statuenmenhir vom Lac de la Raviège (auch Statue-menhir des Jouclas genannt) wurde 1987 bei Niedrigwasser von einem Spaziergänger im Stausee Barrage de la Raviège, auf dem Gebiet von La Salvetat-sur-Agout an der Grenze zwischen den Départements Hérault und Tarn im Haut-Languedoc gefunden. Der über zwei Meter lange, über einen Meter breite und 1,5 Tonnen schwere Statuenmenhir lag mit der Gravur nach unten. Der gut erhaltene Statuenmenhir befindet sich in La Salvetat-sur-Agout, wo man versucht seine Geschichte zu rekonstruieren. Überraschend war, dass er der erste männliche Menhir mit einer Munddarstellung ist.","Die Statuenmenhire der Rouergat-Gruppe galten bisher als Gottheiten, die keinen Mund haben. Das Gesicht ist ähnlich dem des weiblichen Statuenmenhirs von „Jasse du Terral 2“, der 40 km entfernt entdeckt wurde. Der Sandstein-Statuenmenhir von Jouveyrac in Martrin ist einer von bisher nur dreien, die einen Mund aufweisen. Im Gard und Herault sind etwa 40 Statuenmenhire bekannt.",Sie sind weniger auffällig als die kunstvollen Statuenmenhire von Rouergue und werden in die Jungstein- und Kupferzeit datiert. Ein auf dem Pic du Montalet in der Nähe von Lacaune in Tarn gefundener Statuenmenhir konnte anhand der Holzkohle in der Basis auf 2700 v. Chr. datiert werden.,"Das Muséum d’histoire naturelle in Nîmes präsentiert die schönsten Stücke. Die Statuenmenhire de la Gruasse 1 – 3 befinden sich in der Nähe. 43.60232.6795Koordinaten: 43° 36′ 8,3″ N, 2° 40′ 46,2″ O",,1. Was ist das Besondere an dem 1987 im Stausee Barrage de la Raviège gefundenen Statuenmenhir und wo befindet er sich jetzt?,"2. Wie unterscheiden sich die Statuenmenhire der Rouergat-Gruppe von anderen und was sind einige bemerkenswerte Beispiele, die einen Mund aufweisen?"
Architektur der Gotik,Stargarder Blende,https://de.wikipedia.org/wiki/Stargarder_Blende,"Die Stargarder Blende ist eine Form des Blendmaßwerks, die sich an frühen Formen hochgotischer Fenstermaßwerke aus der ersten Hälfte des 13. Jahrhunderts orientiert. In Stargard erschien das Motiv wohl zuerst an dem monumentalen Westturmmassiv der Marienkirche, das für ein Werk von Hinrich Brunsberg gehalten wird. Diese hohe zwei- oder vierbahnig gegliederte Blende, in deren Scheitel große Kreise stehen, wurde für die spätgotische Architektur Pommerns und der benachbarten Länder kennzeichnend.","Ähnliche große Rundscheiben in ganzer Breite unter dem Scheitel spitzbogiger Flächen finden sich in Fenstermaßwerken schon gut hundert Jahre früher, so in den Chorobergaden von Notre-Dame de Paris seit der Vergrößerung in den 1220er Jahren. Am Stargarder Südturm erscheinen diese Blenden in ihren oberen Teilen nicht ganz vollendet, und der Turm schließt an dieser Stelle mit einem einfachen Giebel, der nach dem Brand vom Jahr 1635 seine gegenwärtige Gestalt erhalten hat. Die Türme der Marienkirche wurden seit ca. 1380 gebaut.","Der Nordturm muss schon um 1410 soweit fertig gewesen sein, dass seine Gliederung zum ersten Mal nachgeahmt werden konnte, nämlich in derselben Stadt im Turm der Johanniskirche und im Mühlentorturm. Die Blenden vom Nordturm der Marienkirche wurden dann so oft wiederholt, dass man von einem Stargarder Typ der Blende sprechen kann. Im Vergleich zu diesen Blendmaßwerken sind die Fenstermaßwerke der Kirche schlichter: Diejenigen von Seitenschiff und Kapellen bestehen nur aus spitzbogig schließenden Bahnen, diejenigen der Langhausobergaden sogar nur aus senkrechten Stäben. In den etwas älteren Blenden an Chorgiebel und Turm der Marienkirche in Greifswald liegen die Rundscheiben weiter in der Kurvatur und sind nicht ganz so breit, was etwa den Fenstermaßwerken der Marburger Elisabethkirche entspricht.",Bei den Schallluken des Glockengeschosses wurde in Greifswald auf technisch einfacher realisierbare frühgotische Formen der Gliederung zurückgegriffen. Vierbahniges Blendmaßwerk mit Rundscheiben schmückte von der zweiten Hälfte des 13. Jahrhunderts bis zu seinem Einsturz im Zweiten Weltkrieg auch den im Übrigen frühgotischen südlichen Querhausgiebel der Bremer Stephanikirche. Hier wurde es natürlich nicht Stargarder Blende genannt.,"Das Motiv hat man an mehreren städtischen und ländlichen Kirchtürmen, u. a. in Stettin, Pasewalk, Chociwel (Freienwalde in Pommern), Gryfice (Greifenberg) und Drawsko (Dramburg). Stargarder Blenden an Giebeln finden sich außer an St.",1. Was ist die Stargarder Blende und in welchem historischen Kontext und an welchen Orten wurde sie besonders prominent verwendet?,"2. Wie unterscheiden sich die Fenstermaßwerke der Marienkirche in Stargard von denen in anderen Kirchen, wie Notre-Dame de Paris oder der Marburger Elisabethkirche, und welche Rolle spielten die Turmbrände und Wiederaufbauten dabei?"
Berg in Rheinland-Pfalz,Liste von Bergen in Rheinland-Pfalz,https://de.wikipedia.org/wiki/Liste_von_Bergen_in_Rheinland-Pfalz,"Die Liste von Bergen in Rheinland-Pfalz zeigt eine Auswahl von Bergen und Erhebungen sowie deren Ausläufern im deutschen Bundesland Rheinland-Pfalz – sortiert nach Höhe in Meter (m) über Normalhöhennull (NHN; wenn nicht anders genannt laut ). In folgender Tabelle ist der/die jeweils höchste Berg/Erhebung von rheinland-pfälzischen Mittelgebirgen und Landschaften aufgeführt. In der Spalte Mittelgebirge / Landschaft sind großflächige bzw. hohe Mittelgebirge fett und Landschaften, die keinen lokalen Höhenschwerpunkt haben oder Talsenken darstellen, deren (teils inselartige) Erhebungen aber Dominanz aufweisen, kursiv geschrieben.","Durch Klick auf das (zumeist) in der Spalte Bergliste stehende Wort „Liste“ gelangt man zu einer solchen (teils auch in Fließtextform) mit weiteren Bergen der jeweiligen Landschaft oder deren Region (teils auch außerhalb von Rheinland-Pfalz). Die in der Ausgangsansicht nach Höhe sortierte Tabelle ist durch Klick auf die Symbole bei den Spaltenüberschriften sortierbar. → siehe auch: Liste der naturräumlichen Einheiten in Rheinland-Pfalz Name, Höhe, Lage (Ort, Landkreis, Landschaft) Baden-Württemberg | Bayern | Berlin | Brandenburg | Bremen | Hamburg | Hessen | Mecklenburg-Vorpommern | Niedersachsen | Nordrhein-Westfalen | Rheinland-Pfalz | Saarland | Sachsen | Sachsen-Anhalt | Schleswig-Holstein | Thüringen",,,,"1. Welche Informationen kann man erhalten, wenn man auf das Wort ""Liste"" in der Spalte Bergliste klickt und wie kann die sortierte Tabelle in der Ausgangsansicht angepasst werden?",2. Wie sind die höchsten Berge und Erhebungen in Rheinland-Pfalz in der Liste kategorisiert und welche besondere Formatierung wird für großflächige oder hohe Mittelgebirge und Landschaften verwendet?
